--- 2025-11-15_17-00-02 ---
iansari2 5.47002GB
jhwang24 5.03906GB
root 0.710091GB
gdm 0.13559GB
pcp 0.0548248GB
kbae2 0.0349007GB
polkitd 0.0250816GB
dbus 0.00466919GB
colord 0.00189209GB
avahi 0.00174332GB
chrony 0.00162125GB
daemon 0.00113678GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

