--- 2026-01-16_22-00-01 ---
jkim234 3.09879GB
root 1.08133GB
gdm 0.689861GB
pcp 0.0712318GB
polkitd 0.0407104GB
kbae2 0.0350151GB
colord 0.014801GB
dbus 0.00749969GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.00330353GB
dnsmasq 0.00271225GB
libstor+ 0.00175858GB

