--- 2026-07-26_10-00-02 ---
kbae2 42.4341GB
sfang6 10.618GB
rtkit 9.53674e-05GB
dnsmasq 4.95911e-05GB
libstor+ 1.14441e-05GB
root 0.431618GB
gdm 0.115547GB
pcp 0.0376282GB
jhwang24 0.0252266GB
iansari2 0.0109329GB
polkitd 0.00704193GB
dbus 0.00306702GB
colord 0.00075531GB
chrony 0.000610352GB
avahi 0.000549316GB
daemon 0.000209808GB
rpc 0GB

