--- 2026-07-18_12-00-01 ---
kbae2 28.9633GB
sfang6 6.34016GB
jhwang24 5.90454GB
rtkit 2.67029e-05GB
libstor+ 1.14441e-05GB
root 0.392853GB
gdm 0.255573GB
jkim234 0.152676GB
pcp 0.0598907GB
polkitd 0.00807953GB
iansari2 0.00545502GB
dbus 0.00389862GB
colord 0.00311279GB
chrony 0.000953674GB
avahi 0.000782013GB
daemon 0.000305176GB
rpc 0GB
dnsmasq 0GB

