--- 2026-05-08_10-00-02 ---
jkim234 47.2982GB
jhwang24 33.5226GB
root 0.931496GB
gdm 0.299248GB
pcp 0.0561218GB
kbae2 0.0363159GB
polkitd 0.0290108GB
colord 0.00728226GB
dbus 0.00562668GB
avahi 0.00399017GB
daemon 0.00390625GB
rpc 0.00341415GB
chrony 0.00320053GB
rtkit 0.00257492GB
dnsmasq 0.00162506GB
libstor+ 0.00125885GB

