--- 2025-10-01_16-00-01 ---
jkim234 35.3526GB
kbae2 1.31975GB
root 0.590218GB
gdm 0.185493GB
pcp 0.0478363GB
sfang6 0.0359001GB
polkitd 0.020546GB
dbus 0.00514221GB
avahi 0.00378036GB
colord 0.00363922GB
chrony 0.0028801GB
daemon 0.00259781GB
rtkit 0.00237656GB
rpc 0.00219727GB
dnsmasq 0.00179291GB
libstor+ 0.00166702GB

