--- 2025-10-22_07-00-02 ---
jhwang24 3.92876GB
root 0.711201GB
gdm 0.166153GB
pcp 0.0401001GB
sfang6 0.0371094GB
kbae2 0.0343513GB
polkitd 0.0284348GB
dbus 0.0046196GB
avahi 0.00323105GB
chrony 0.00218582GB
daemon 0.0020752GB
rtkit 0.00188065GB
rpc 0.00174713GB
dnsmasq 0.00151062GB
libstor+ 0.0014801GB
colord 0.00107574GB

