--- 2026-07-29_06-00-01 ---
sfang6 32.0607GB
rtkit 7.62939e-05GB
dnsmasq 4.95911e-05GB
kbae2 1.95632GB
libstor+ 1.14441e-05GB
root 0.487541GB
gdm 0.109539GB
pcp 0.0256577GB
jhwang24 0.0236855GB
polkitd 0.00935745GB
iansari2 0.0062561GB
dbus 0.00312042GB
avahi 0.00106049GB
colord 0.000740051GB
chrony 0.000320435GB
daemon 0.000209808GB
rpc 0GB

