--- 2025-11-15_12-00-02 ---
iansari2 5.43135GB
jhwang24 5.03896GB
root 0.711063GB
gdm 0.135586GB
pcp 0.045578GB
kbae2 0.0349808GB
polkitd 0.0247192GB
dbus 0.00466919GB
colord 0.00189209GB
avahi 0.00174332GB
chrony 0.00162125GB
daemon 0.00113678GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

