--- 2026-03-28_16-00-02 ---
kbae2 17.2071GB
jkim234 2.63186GB
root 0.941742GB
gdm 0.525311GB
pcp 0.0664787GB
polkitd 0.0391655GB
colord 0.0118904GB
dbus 0.00755692GB
daemon 0.00651932GB
avahi 0.00562668GB
rpc 0.00523376GB
chrony 0.00431442GB
rtkit 0.00354385GB
dnsmasq 0.0025444GB
libstor+ 0.00179672GB

