--- 2026-07-19_06-00-01 ---
kbae2 21.2791GB
dnsmasq 9.53674e-05GB
libstor+ 1.14441e-05GB
root 0.420597GB
gdm 0.216457GB
pcp 0.0312576GB
polkitd 0.0103683GB
jhwang24 0.0102692GB
iansari2 0.00998688GB
sfang6 0.00989532GB
jkim234 0.00440216GB
dbus 0.00403595GB
colord 0.0027771GB
chrony 0.000831604GB
rtkit 0.000621796GB
avahi 0.000480652GB
daemon 0.000305176GB
rpc 0GB

