--- 2026-07-20_06-00-01 ---
kbae2 29.7439GB
sfang6 8.40154GB
jhwang24 7.83473GB
dnsmasq 2.67029e-05GB
libstor+ 1.14441e-05GB
root 0.425087GB
gdm 0.21159GB
pcp 0.0378265GB
polkitd 0.0124855GB
iansari2 0.00672531GB
jkim234 0.00539017GB
dbus 0.00404739GB
colord 0.00276566GB
chrony 0.00069046GB
rtkit 0.000621796GB
avahi 0.000480652GB
daemon 0.000305176GB
rpc 0GB

