--- 2025-10-29_17-00-01 ---
jhwang24 32.989GB
rpc 9.15527e-05GB
jkim234 7.25959GB
sfang6 6.13401GB
daemon 3.8147e-05GB
libstor+ 3.43323e-05GB
root 0.504513GB
gdm 0.12183GB
pcp 0.0468903GB
kbae2 0.0345726GB
iansari2 0.0297928GB
polkitd 0.0222015GB
dbus 0.00405121GB
chrony 0.00167465GB
avahi 0.000972748GB
dnsmasq 0.000419617GB
rtkit 0.000293732GB
colord 0GB

