--- 2026-02-02_21-00-01 ---
kbae2 3.40631GB
jkim234 1.88713GB
root 0.858021GB
gdm 0.321899GB
pcp 0.0695GB
sfang6 0.0410309GB
polkitd 0.0285645GB
colord 0.00842667GB
dbus 0.00709534GB
chrony 0.00486755GB
daemon 0.00479507GB
avahi 0.00469971GB
rpc 0.00431061GB
rtkit 0.0032959GB
dnsmasq 0.00218582GB
libstor+ 0.00175858GB

