--- 2025-11-15_18-00-01 ---
iansari2 5.89867GB
jhwang24 5.03992GB
jkim234 1.20916GB
root 0.721657GB
gdm 0.13559GB
pcp 0.0577698GB
kbae2 0.0344696GB
polkitd 0.0252762GB
dbus 0.00473022GB
colord 0.00189209GB
avahi 0.00174332GB
chrony 0.00162125GB
daemon 0.00113678GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

