--- 2025-10-29_16-00-06 ---
jhwang24 29.1794GB
rpc 9.15527e-05GB
jkim234 7.06356GB
sfang6 6.13192GB
daemon 3.8147e-05GB
libstor+ 3.43323e-05GB
root 0.493225GB
gdm 0.121395GB
pcp 0.0428085GB
kbae2 0.0346031GB
iansari2 0.0298729GB
polkitd 0.0219727GB
dbus 0.00405121GB
chrony 0.00167465GB
avahi 0.000972748GB
dnsmasq 0.000419617GB
rtkit 0.000293732GB
colord 0GB

