--- 2025-10-16_02-00-02 ---
jkim234 3.22057GB
root 0.738235GB
gdm 0.18475GB
kbae2 0.0346184GB
polkitd 0.0282974GB
pcp 0.0267601GB
dbus 0.00482178GB
avahi 0.00374222GB
chrony 0.00278473GB
daemon 0.00256348GB
rtkit 0.00235748GB
rpc 0.00217438GB
dnsmasq 0.00174332GB
libstor+ 0.00166321GB
colord 0.00154114GB

