--- 2026-02-05_06-00-02 ---
sfang6 30.4306GB
root 0.636887GB
gdm 0.263218GB
pcp 0.0368919GB
kbae2 0.0345078GB
polkitd 0.0184097GB
dbus 0.00632477GB
colord 0.00494766GB
chrony 0.00449753GB
daemon 0.00435638GB
avahi 0.00423431GB
rpc 0.0038414GB
rtkit 0.00321198GB
dnsmasq 0.00199509GB
libstor+ 0.0017395GB

