--- 2026-05-07_19-00-02 ---
jhwang24 81.0252GB
sfang6 11.4446GB
root 0.937878GB
gdm 0.313332GB
pcp 0.104542GB
kbae2 0.0367851GB
polkitd 0.0288315GB
colord 0.00794983GB
dbus 0.0057373GB
daemon 0.00409317GB
avahi 0.00404358GB
rpc 0.00343704GB
chrony 0.00329208GB
rtkit 0.00259399GB
dnsmasq 0.00163269GB
libstor+ 0.00127029GB

