--- 2026-07-13_21-00-01 ---
sfang6 20.8387GB
kbae2 11.0973GB
libstor+ 9.15527e-05GB
root 0.608501GB
jkim234 0.459362GB
gdm 0.139118GB
pcp 0.0615349GB
polkitd 0.010498GB
iansari2 0.010498GB
dbus 0.00352097GB
avahi 0.00134659GB
chrony 0.0012207GB
daemon 0.000827789GB
rpc 0.000328064GB
rtkit 0.000198364GB
colord 0.00019455GB
dnsmasq 0.000106812GB

