--- 2025-12-04_14-00-03 ---
sfang6 8.47032GB
jkim234 3.06477GB
root 1.0239GB
gdm 0.548187GB
kbae2 0.101337GB
pcp 0.0581818GB
polkitd 0.0401344GB
skanumu2 0.0297699GB
colord 0.0105247GB
dbus 0.00709534GB
daemon 0.00604248GB
avahi 0.00505066GB
rpc 0.00458145GB
chrony 0.0042305GB
rtkit 0.00315475GB
dnsmasq 0.00257874GB
libstor+ 0.00188446GB

