--- 2026-03-13_15-00-02 ---
sfang6 10.0283GB
root 1.02042GB
gdm 0.706619GB
pcp 0.0631523GB
polkitd 0.0385895GB
kbae2 0.0353966GB
colord 0.0129738GB
dbus 0.0080986GB
daemon 0.00696182GB
avahi 0.0057106GB
rpc 0.00531769GB
chrony 0.00439072GB
rtkit 0.003479GB
dnsmasq 0.00270081GB
libstor+ 0.0017662GB

