--- 2025-11-13_21-00-01 ---
jkim234 7.35641GB
kbae2 5.40851GB
iansari2 4.02111GB
jhwang24 1.43202GB
root 0.746502GB
gdm 0.139507GB
pcp 0.0653GB
polkitd 0.0258102GB
dbus 0.00386047GB
colord 0.00189209GB
avahi 0.00175476GB
chrony 0.00175095GB
daemon 0.00111771GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

