--- 2026-07-18_02-00-01 ---
jhwang24 6.08469GB
sfang6 4.04375GB
libstor+ 1.14441e-05GB
kbae2 1.05367GB
gdm 0.51815GB
root 0.462906GB
jkim234 0.242275GB
pcp 0.0234108GB
polkitd 0.0157585GB
iansari2 0.0157585GB
colord 0.00552368GB
dbus 0.0042038GB
avahi 0.00170898GB
chrony 0.00113297GB
daemon 0.000335693GB
rtkit 0.000328064GB
rpc 0GB
dnsmasq 0GB

