--- 2026-03-23_23-00-02 ---
jkim234 2.01328GB
root 0.846146GB
gdm 0.537704GB
pcp 0.0744934GB
kbae2 0.035408GB
polkitd 0.0327263GB
colord 0.0120621GB
dbus 0.00757217GB
daemon 0.00651932GB
avahi 0.00564957GB
rpc 0.00524139GB
chrony 0.00432968GB
rtkit 0.00354385GB
dnsmasq 0.00254822GB
libstor+ 0.00179672GB

