--- 2026-03-22_04-00-01 ---
jkim234 2.01739GB
root 0.848583GB
gdm 0.53772GB
kbae2 0.104172GB
pcp 0.0405197GB
polkitd 0.0322571GB
colord 0.0120621GB
dbus 0.00757217GB
daemon 0.00651932GB
avahi 0.00564957GB
rpc 0.00524139GB
chrony 0.00432968GB
rtkit 0.00354385GB
dnsmasq 0.00254822GB
libstor+ 0.00179672GB

