--- 2025-09-18_13-00-01 ---
sfang6 17.4327GB
iansari2 2.14339GB
root 0.478748GB
gdm 0.181675GB
kbae2 0.0919075GB
pcp 0.0450516GB
polkitd 0.0111237GB
dbus 0.00493622GB
colord 0.00363922GB
avahi 0.00354385GB
daemon 0.00262451GB
chrony 0.0022583GB
rpc 0.00219727GB
rtkit 0.00194168GB
dnsmasq 0.00179291GB
libstor+ 0.00166702GB

