--- 2026-04-23_20-00-02 ---
jkim234 4.23451GB
root 1.03749GB
gdm 0.432064GB
pcp 0.0678368GB
kbae2 0.0365524GB
polkitd 0.0362968GB
colord 0.0111847GB
dbus 0.00740814GB
daemon 0.00615692GB
avahi 0.00539017GB
rpc 0.00515747GB
chrony 0.00481796GB
rtkit 0.0035553GB
dnsmasq 0.002388GB
libstor+ 0.00177765GB

