--- 2026-07-17_23-00-02 ---
jhwang24 6.10981GB
sfang6 4.26223GB
libstor+ 1.14441e-05GB
kbae2 1.03866GB
gdm 0.616798GB
root 0.460712GB
jkim234 0.237579GB
pcp 0.0993805GB
iansari2 0.0148697GB
polkitd 0.0147934GB
colord 0.00663757GB
dbus 0.0042038GB
avahi 0.00170898GB
chrony 0.00113297GB
daemon 0.000335693GB
rtkit 0.000328064GB
rpc 0GB
dnsmasq 0GB

